product_id,name,category,units_in_stock,price,rating_avg,return_rate
FUR-21147,Nilkamal Chair,furniture,997,1582.71,3.8,11.1
GRO-21148,Nestle Milk,grocery,547,502.12,1.8,9.7
CLO-21149,Zara Summer Dress,clothing,35,455.07,5.0,4.3
HOM-21150,Pigeon Pressure Cooker,home,741,1025.6,2.3,3.0
GRO-21151,Nestle Milk,grocery,774,1018.1,4.5,3.3
GRO-21152,Nestle Milk,grocery,527,1510.35,2.9,12.2
FUR-21153,Nilkamal Chair,furniture,910,321.81,3.6,2.7
COS-21154,MAC Eyeliner,cosmetics,370,924.17,4.6,16.4
FUR-21155,Ikea Study Table,furniture,382,472.69,2.4,6.3
FUR-21156,Ikea Study Table,furniture,524,1271.1,3.2,16.7
FUR-21157,Nilkamal Chair,furniture,158,1133.2,3.3,15.7
GRO-21158,Amul Butter,grocery,774,1643.29,4.7,9.8
APP-21159,IFB Dishwasher,appliances,695,872.32,2.6,18.0
APP-21160,LG Washing Machine,appliances,339,1545.62,1.9,3.0
CLO-21161,H&M Cotton Shirt,clothing,910,371.63,4.0,12.4
ELE-21162,Logitech Wireless Mouse,electronics,850,50.75,2.9,13.9
ELE-21163,Logitech Wireless Mouse,electronics,152,1700.85,4.4,1.0
COS-21164,MAC Eyeliner,cosmetics,5,1410.32,2.5,3.6
COS-21165,Revlon Compact Powder,cosmetics,695,938.36,2.9,1.2
HOM-21166,Amazon Basics Curtains,home,552,472.77,4.5,7.7
CLO-21167,Nike Sportswear,clothing,523,1623.04,4.0,0.7
APP-21168,Havells Geyser,appliances,968,222.04,2.2,1.4
SKI-21169,Nivea Soft Cream,skincare,208,288.39,3.9,0.6
SKI-21170,The Ordinary Serum,skincare,700,1576.85,3.3,7.3
COS-21171,L'Oreal Mascara,cosmetics,973,377.01,3.8,1.0
GRO-21172,Kellogg's Corn Flakes,grocery,717,1317.98,4.3,15.6
FUR-21173,Godrej Wardrobe,furniture,364,558.86,2.6,13.1
APP-21174,LG Washing Machine,appliances,632,711.08,3.7,12.4
COS-21175,Revlon Compact Powder,cosmetics,345,657.48,1.6,18.6
FUR-21176,Durian Office Desk,furniture,516,1554.65,2.6,19.1
HOM-21177,Philips LED Bulb,home,705,1698.89,1.4,13.8
ELE-21178,Dell Laptop,electronics,845,287.24,1.6,8.8
APP-21179,Havells Geyser,appliances,666,739.44,2.6,2.7
APP-21180,Bajaj Mixer Grinder,appliances,753,834.16,2.3,16.9
FUR-21181,Ikea Study Table,furniture,610,906.94,3.5,7.1
GRO-21182,Hershey's Chocolate,grocery,810,1630.77,4.3,15.9
SKI-21183,Neutrogena Face Wash,skincare,862,1692.56,3.1,11.0
FUR-21184,Ikea Study Table,furniture,936,1127.82,1.7,10.4
HOM-21185,Pigeon Pressure Cooker,home,554,74.31,3.9,17.5
GRO-21186,Whole Foods Organic Oats,grocery,528,708.01,2.1,2.1
COS-21187,L'Oreal Mascara,cosmetics,727,1982.57,2.0,14.8
GRO-21188,Amul Butter,grocery,674,1843.74,3.8,18.9
SKI-21189,The Ordinary Serum,skincare,354,318.28,1.2,14.7
APP-21190,IFB Dishwasher,appliances,983,885.02,4.7,15.7
HOM-21191,Philips LED Bulb,home,156,1401.82,4.5,4.9
ELE-21192,Dell Laptop,electronics,123,806.44,1.8,18.1
COS-21193,Revlon Compact Powder,cosmetics,730,1701.93,4.1,2.9
COS-21194,Lakme Foundation,cosmetics,93,1469.6,2.1,4.1
COS-21195,Revlon Compact Powder,cosmetics,118,1401.43,4.8,16.0
HOM-21196,Pigeon Pressure Cooker,home,646,668.38,1.5,5.9
HOM-21197,Pigeon Pressure Cooker,home,469,1012.73,3.1,1.9
HOM-21198,Milton Water Bottle,home,229,1632.99,3.3,15.5
ELE-21199,Sony Headphones,electronics,297,440.29,2.7,18.2
FUR-21200,Durian Office Desk,furniture,579,639.84,2.4,17.6
CLO-21201,Zara Summer Dress,clothing,797,651.51,3.9,13.2
CLO-21202,Zara Summer Dress,clothing,156,923.17,3.8,9.7
COS-21203,Lakme Foundation,cosmetics,639,557.06,2.0,11.4
HOM-21204,Philips LED Bulb,home,86,667.61,3.8,4.2
COS-21205,Maybelline Lipstick,cosmetics,728,1852.87,3.1,8.7
CLO-21206,Zara Summer Dress,clothing,913,390.86,3.3,17.9
ELE-21207,Logitech Wireless Mouse,electronics,678,852.26,3.0,13.8
FUR-21208,Ikea Study Table,furniture,259,1321.45,1.5,9.0
GRO-21209,Whole Foods Organic Oats,grocery,29,1320.75,1.1,18.0
HOM-21210,Cello Chairs,home,791,609.93,3.4,12.7
ELE-21211,Samsung Smart TV,electronics,260,909.04,4.8,6.5
GRO-21212,Amul Butter,grocery,855,621.07,3.5,10.5
CLO-21213,Nike Sportswear,clothing,454,1608.85,2.4,10.5
APP-21214,LG Washing Machine,appliances,446,897.0,1.2,19.0
HOM-21215,Cello Chairs,home,585,1429.49,4.8,15.9
CLO-21216,Levi's Denim Jeans,clothing,877,360.27,3.3,1.5
CLO-21217,Levi's Denim Jeans,clothing,812,1575.4,1.8,10.8
SKI-21218,Neutrogena Face Wash,skincare,817,1947.35,3.7,10.7
APP-21219,Bajaj Mixer Grinder,appliances,688,1980.24,3.3,8.2
SKI-21220,Mamaearth Ubtan,skincare,622,517.73,3.2,6.5
HOM-21221,Pigeon Pressure Cooker,home,311,1591.01,4.2,4.3
HOM-21222,Cello Chairs,home,781,1384.82,3.3,4.0
GRO-21223,Hershey's Chocolate,grocery,904,240.96,4.0,9.3
GRO-21224,Amul Butter,grocery,988,1483.18,4.7,12.7
FUR-21225,Nilkamal Chair,furniture,526,497.74,2.3,9.3
FUR-21226,Ikea Study Table,furniture,278,136.71,1.5,1.5
HOM-21227,Milton Water Bottle,home,672,501.58,3.4,17.6
CLO-21228,Puma Hoodie,clothing,923,16.18,2.2,12.2
COS-21229,MAC Eyeliner,cosmetics,453,1419.01,3.7,7.2
SKI-21230,Cetaphil Moisturizer,skincare,407,573.15,4.3,8.2
ELE-21231,Dell Laptop,electronics,188,243.88,2.2,8.0
SKI-21232,Nivea Soft Cream,skincare,593,563.41,4.6,13.4
SKI-21233,Mamaearth Ubtan,skincare,641,1158.52,3.7,3.4
SKI-21234,Nivea Soft Cream,skincare,491,1384.29,1.5,17.4
HOM-21235,Cello Chairs,home,133,1449.28,2.0,8.8
COS-21236,L'Oreal Mascara,cosmetics,152,763.1,1.4,19.9
APP-21237,Samsung Refrigerator,appliances,459,496.32,1.2,0.6
SKI-21238,Cetaphil Moisturizer,skincare,449,910.49,1.3,8.1
HOM-21239,Cello Chairs,home,244,835.82,3.1,5.6
SKI-21240,Neutrogena Face Wash,skincare,158,500.51,2.6,2.3
HOM-21241,Milton Water Bottle,home,948,1454.19,3.5,1.5
SKI-21242,Mamaearth Ubtan,skincare,162,1633.78,4.3,7.6
GRO-21243,Nestle Milk,grocery,53,1496.73,4.5,16.7
CLO-21244,Levi's Denim Jeans,clothing,340,320.33,2.5,1.6
SKI-21245,The Ordinary Serum,skincare,800,658.47,2.8,6.4
APP-21246,Havells Geyser,appliances,3,1296.23,1.9,18.1
HOM-21247,Philips LED Bulb,home,26,376.62,3.9,15.6
APP-21248,LG Washing Machine,appliances,498,438.93,2.8,6.0
COS-21249,L'Oreal Mascara,cosmetics,342,1535.19,4.0,3.4
SKI-21250,The Ordinary Serum,skincare,455,897.04,1.3,7.6
GRO-21251,Kellogg's Corn Flakes,grocery,600,1918.92,2.8,5.6
FUR-21252,Durian Office Desk,furniture,869,43.74,5.0,3.2
HOM-21253,Amazon Basics Curtains,home,65,630.85,3.7,16.0
COS-21254,Lakme Foundation,cosmetics,154,1719.86,1.7,5.0
CLO-21255,Nike Sportswear,clothing,862,790.86,3.7,12.2
APP-21256,Samsung Refrigerator,appliances,418,1503.67,3.6,10.7
APP-21257,Bajaj Mixer Grinder,appliances,248,557.66,4.8,14.3
SKI-21258,Mamaearth Ubtan,skincare,193,449.3,1.7,1.2
APP-21259,IFB Dishwasher,appliances,83,1686.84,3.2,19.5
HOM-21260,Amazon Basics Curtains,home,413,730.08,2.1,4.0
CLO-21261,Puma Hoodie,clothing,67,1416.25,3.4,4.4
COS-21262,Revlon Compact Powder,cosmetics,219,1468.77,3.5,16.9
HOM-21263,Amazon Basics Curtains,home,669,1034.36,1.2,15.2
CLO-21264,Levi's Denim Jeans,clothing,547,631.95,2.2,10.9
SKI-21265,Nivea Soft Cream,skincare,802,226.86,4.3,15.2
FUR-21266,Urban Ladder Sofa,furniture,777,1151.36,3.6,17.5
COS-21267,Lakme Foundation,cosmetics,924,411.53,1.8,5.1
APP-21268,Havells Geyser,appliances,617,560.04,2.7,7.6
COS-21269,Lakme Foundation,cosmetics,808,1739.09,2.5,12.3
HOM-21270,Milton Water Bottle,home,761,1719.55,1.5,16.7
GRO-21271,Nestle Milk,grocery,431,736.12,4.4,16.0
SKI-21272,Neutrogena Face Wash,skincare,554,282.29,1.9,13.8
GRO-21273,Amul Butter,grocery,625,660.8,1.7,6.4
GRO-21274,Kellogg's Corn Flakes,grocery,681,1147.36,2.6,8.8
GRO-21275,Hershey's Chocolate,grocery,241,870.95,3.6,6.1
APP-21276,Bajaj Mixer Grinder,appliances,379,48.95,4.1,18.6
COS-21277,Revlon Compact Powder,cosmetics,458,1576.2,4.1,8.0
APP-21278,IFB Dishwasher,appliances,376,1250.75,4.0,15.0
CLO-21279,Puma Hoodie,clothing,557,1551.49,1.6,1.0
HOM-21280,Cello Chairs,home,75,1125.72,4.6,9.8
GRO-21281,Amul Butter,grocery,988,1701.8,2.0,14.0
APP-21282,Bajaj Mixer Grinder,appliances,810,1726.25,2.3,3.8
COS-21283,L'Oreal Mascara,cosmetics,90,392.68,4.0,1.3
SKI-21284,Cetaphil Moisturizer,skincare,874,1547.83,1.5,7.9
COS-21285,Revlon Compact Powder,cosmetics,916,300.26,1.4,18.3
GRO-21286,Whole Foods Organic Oats,grocery,682,456.4,3.6,16.1
GRO-21287,Whole Foods Organic Oats,grocery,19,5.91,1.1,14.2
HOM-21288,Amazon Basics Curtains,home,355,927.12,2.3,13.8
APP-21289,Bajaj Mixer Grinder,appliances,665,550.57,3.6,5.0
GRO-21290,Whole Foods Organic Oats,grocery,711,1005.41,2.5,14.5
SKI-21291,Neutrogena Face Wash,skincare,415,1926.74,1.4,9.0
APP-21292,IFB Dishwasher,appliances,331,307.42,3.8,6.2
APP-21293,Bajaj Mixer Grinder,appliances,736,595.86,1.5,7.7
FUR-21294,Godrej Wardrobe,furniture,813,139.57,4.6,6.0
GRO-21295,Nestle Milk,grocery,583,804.69,3.8,3.8
HOM-21296,Philips LED Bulb,home,998,291.46,2.3,16.4
FUR-21297,Urban Ladder Sofa,furniture,790,149.54,4.0,10.9
FUR-21298,Urban Ladder Sofa,furniture,902,930.01,1.7,8.3
HOM-21299,Amazon Basics Curtains,home,798,1854.24,2.2,19.3
GRO-21300,Kellogg's Corn Flakes,grocery,271,1150.24,3.7,8.2
APP-21301,Bajaj Mixer Grinder,appliances,975,1752.76,1.5,13.1
FUR-21302,Ikea Study Table,furniture,331,1744.96,1.0,9.8
COS-21303,MAC Eyeliner,cosmetics,395,1967.92,3.5,2.3
COS-21304,Lakme Foundation,cosmetics,741,1360.65,3.1,13.8
HOM-21305,Cello Chairs,home,940,98.14,1.2,3.8
SKI-21306,Mamaearth Ubtan,skincare,487,1655.06,2.2,5.6
ELE-21307,Dell Laptop,electronics,733,1618.57,4.3,8.0
HOM-21308,Pigeon Pressure Cooker,home,419,1971.69,3.1,2.2
ELE-21309,Apple iPhone,electronics,171,746.43,3.6,6.3
COS-21310,Lakme Foundation,cosmetics,18,896.7,2.9,5.8
COS-21311,Lakme Foundation,cosmetics,655,13.19,3.1,7.2
GRO-21312,Amul Butter,grocery,348,245.59,2.6,14.3
SKI-21313,Nivea Soft Cream,skincare,739,1009.83,3.2,3.2
APP-21314,Bajaj Mixer Grinder,appliances,403,1006.83,3.1,14.9
FUR-21315,Godrej Wardrobe,furniture,28,1279.18,2.3,17.0
ELE-21316,Dell Laptop,electronics,644,934.04,4.5,13.8
ELE-21317,Sony Headphones,electronics,479,1479.63,1.8,17.3
GRO-21318,Nestle Milk,grocery,518,1090.76,4.7,6.5
SKI-21319,Cetaphil Moisturizer,skincare,781,325.41,2.0,5.7
SKI-21320,Mamaearth Ubtan,skincare,617,1777.91,3.5,4.7
GRO-21321,Hershey's Chocolate,grocery,518,1069.52,5.0,12.6
GRO-21322,Whole Foods Organic Oats,grocery,747,1359.66,1.9,18.0
COS-21323,Maybelline Lipstick,cosmetics,854,1033.03,4.6,7.2
SKI-21324,Nivea Soft Cream,skincare,480,727.38,4.8,14.2
APP-21325,IFB Dishwasher,appliances,339,191.25,1.1,0.9
ELE-21326,Sony Headphones,electronics,716,1019.71,2.4,18.9
FUR-21327,Godrej Wardrobe,furniture,188,601.69,2.2,17.6
APP-21328,IFB Dishwasher,appliances,199,638.04,2.5,10.5
FUR-21329,Ikea Study Table,furniture,665,1588.89,2.7,17.5
GRO-21330,Amul Butter,grocery,783,496.49,4.2,14.1
FUR-21331,Urban Ladder Sofa,furniture,169,1112.64,3.5,4.6
SKI-21332,Mamaearth Ubtan,skincare,83,547.78,2.1,18.2
CLO-21333,Levi's Denim Jeans,clothing,753,30.92,3.3,2.9
APP-21334,IFB Dishwasher,appliances,446,190.09,3.2,1.5
CLO-21335,H&M Cotton Shirt,clothing,749,1015.0,1.5,15.0
SKI-21336,Neutrogena Face Wash,skincare,38,175.73,4.8,17.0
CLO-21337,Levi's Denim Jeans,clothing,757,1109.09,2.1,8.2
CLO-21338,Zara Summer Dress,clothing,278,1586.95,1.2,19.6
ELE-21339,Samsung Smart TV,electronics,296,469.79,1.4,19.9
GRO-21340,Amul Butter,grocery,943,692.06,4.4,15.1
ELE-21341,Samsung Smart TV,electronics,532,1567.3,3.8,3.5
COS-21342,Revlon Compact Powder,cosmetics,570,355.99,4.9,8.8
COS-21343,MAC Eyeliner,cosmetics,195,1697.56,2.1,10.7
ELE-21344,Dell Laptop,electronics,90,1730.6,1.8,11.7
APP-21345,Bajaj Mixer Grinder,appliances,392,1646.92,4.3,19.8
HOM-21346,Philips LED Bulb,home,868,72.85,4.1,8.2
ELE-21347,Apple iPhone,electronics,264,1402.13,4.2,11.5
SKI-21348,Nivea Soft Cream,skincare,512,583.51,2.9,17.7
FUR-21349,Durian Office Desk,furniture,332,946.64,2.5,5.9
FUR-21350,Durian Office Desk,furniture,520,1778.58,3.6,2.2
FUR-21351,Nilkamal Chair,furniture,858,189.77,1.1,11.9
COS-21352,Maybelline Lipstick,cosmetics,949,55.83,1.9,15.8
CLO-21353,Levi's Denim Jeans,clothing,392,1017.76,2.5,2.5
ELE-21354,Logitech Wireless Mouse,electronics,822,527.36,2.0,11.3
APP-21355,Bajaj Mixer Grinder,appliances,35,1700.06,4.3,6.9
FUR-21356,Godrej Wardrobe,furniture,583,1694.11,2.4,17.6
GRO-21357,Kellogg's Corn Flakes,grocery,763,1631.91,5.0,10.1
HOM-21358,Amazon Basics Curtains,home,272,179.94,2.5,1.3
APP-21359,LG Washing Machine,appliances,640,1956.2,1.6,6.9
COS-21360,Lakme Foundation,cosmetics,550,1773.57,3.3,10.3
SKI-21361,Neutrogena Face Wash,skincare,737,1735.69,3.5,17.0
FUR-21362,Ikea Study Table,furniture,278,935.11,1.9,1.5
ELE-21363,Sony Headphones,electronics,323,976.89,3.4,12.9
FUR-21364,Durian Office Desk,furniture,547,456.89,3.4,14.2
GRO-21365,Hershey's Chocolate,grocery,788,1636.91,2.6,15.4
ELE-21366,Logitech Wireless Mouse,electronics,159,1290.04,2.6,4.3
FUR-21367,Ikea Study Table,furniture,838,404.62,4.3,12.3
APP-21368,IFB Dishwasher,appliances,703,1527.02,3.4,8.6
FUR-21369,Godrej Wardrobe,furniture,663,185.62,1.1,13.1
APP-21370,Havells Geyser,appliances,116,848.36,2.4,1.7
APP-21371,Havells Geyser,appliances,567,978.63,3.2,7.3
HOM-21372,Cello Chairs,home,890,806.06,3.8,8.4
COS-21373,Maybelline Lipstick,cosmetics,830,1401.37,1.5,1.6
FUR-21374,Nilkamal Chair,furniture,924,1144.08,2.9,8.0
CLO-21375,H&M Cotton Shirt,clothing,146,1921.48,1.2,0.6
SKI-21376,Mamaearth Ubtan,skincare,442,1681.89,4.9,7.9
GRO-21377,Amul Butter,grocery,345,374.9,4.5,0.7
APP-21378,LG Washing Machine,appliances,265,1077.01,1.5,17.3
SKI-21379,Cetaphil Moisturizer,skincare,783,1159.4,1.6,12.2
ELE-21380,Samsung Smart TV,electronics,184,253.25,1.2,14.8
SKI-21381,Neutrogena Face Wash,skincare,747,1701.57,3.8,7.9
COS-21382,Revlon Compact Powder,cosmetics,385,1154.19,1.4,2.2
FUR-21383,Ikea Study Table,furniture,24,949.35,2.1,12.1
FUR-21384,Godrej Wardrobe,furniture,663,971.29,1.3,8.2
ELE-21385,Dell Laptop,electronics,810,1711.78,2.4,14.0
APP-21386,LG Washing Machine,appliances,614,353.11,2.1,2.0
CLO-21387,Levi's Denim Jeans,clothing,400,1915.47,1.8,2.6
HOM-21388,Amazon Basics Curtains,home,90,1652.18,2.9,18.0
ELE-21389,Logitech Wireless Mouse,electronics,286,1223.98,3.8,13.2
APP-21390,Havells Geyser,appliances,282,1562.01,2.0,10.4
HOM-21391,Milton Water Bottle,home,856,1726.15,2.9,14.4
HOM-21392,Philips LED Bulb,home,498,1230.63,4.0,0.7
APP-21393,Bajaj Mixer Grinder,appliances,606,306.67,2.1,9.9
GRO-21394,Whole Foods Organic Oats,grocery,248,1262.59,3.5,4.5
CLO-21395,Nike Sportswear,clothing,615,1953.3,4.1,4.9
GRO-21396,Hershey's Chocolate,grocery,583,386.21,3.6,11.6
SKI-21397,Cetaphil Moisturizer,skincare,531,1595.08,1.9,7.3
ELE-21398,Dell Laptop,electronics,357,1488.22,3.9,5.2
GRO-21399,Whole Foods Organic Oats,grocery,132,389.64,1.2,4.0
APP-21400,Samsung Refrigerator,appliances,617,791.42,4.0,1.9
COS-21401,Revlon Compact Powder,cosmetics,380,1660.42,2.2,11.6
HOM-21402,Milton Water Bottle,home,342,1098.51,4.9,11.5
CLO-21403,Nike Sportswear,clothing,974,205.42,3.5,12.0
SKI-21404,The Ordinary Serum,skincare,151,1676.03,1.7,0.6
SKI-21405,Cetaphil Moisturizer,skincare,988,1686.48,4.6,5.0
APP-21406,IFB Dishwasher,appliances,259,1335.72,2.0,8.0
HOM-21407,Cello Chairs,home,316,229.58,1.4,5.9
SKI-21408,Neutrogena Face Wash,skincare,730,964.26,3.8,3.4
APP-21409,LG Washing Machine,appliances,489,1673.7,2.6,1.8
COS-21410,Lakme Foundation,cosmetics,551,722.0,2.5,15.9
GRO-21411,Kellogg's Corn Flakes,grocery,221,1182.53,4.7,15.0
APP-21412,LG Washing Machine,appliances,663,1827.66,2.0,4.4
SKI-21413,The Ordinary Serum,skincare,945,743.06,3.7,17.2
APP-21414,LG Washing Machine,appliances,489,718.97,4.0,10.5
HOM-21415,Milton Water Bottle,home,182,1983.79,3.6,4.2
APP-21416,Bajaj Mixer Grinder,appliances,780,1559.13,5.0,13.4
COS-21417,Maybelline Lipstick,cosmetics,583,742.4,4.8,6.9
SKI-21418,Mamaearth Ubtan,skincare,22,1964.54,2.1,12.9
FUR-21419,Godrej Wardrobe,furniture,543,1164.12,3.7,15.8
CLO-21420,Puma Hoodie,clothing,829,851.72,3.4,12.5
FUR-21421,Nilkamal Chair,furniture,887,1488.73,3.8,9.0
CLO-21422,H&M Cotton Shirt,clothing,417,276.62,3.9,4.4
APP-21423,LG Washing Machine,appliances,862,81.85,2.5,16.5
FUR-21424,Durian Office Desk,furniture,387,692.19,2.2,8.9
COS-21425,Revlon Compact Powder,cosmetics,941,1812.61,3.5,12.7
FUR-21426,Godrej Wardrobe,furniture,814,1299.51,3.9,2.6
COS-21427,Maybelline Lipstick,cosmetics,652,1085.69,2.0,12.2
ELE-21428,Dell Laptop,electronics,939,1698.77,1.0,2.5
ELE-21429,Sony Headphones,electronics,528,1012.36,2.0,15.7
CLO-21430,Puma Hoodie,clothing,376,1671.68,3.8,9.7
GRO-21431,Hershey's Chocolate,grocery,465,785.22,2.0,19.6
SKI-21432,The Ordinary Serum,skincare,121,630.16,1.6,5.8
HOM-21433,Milton Water Bottle,home,257,254.2,3.6,19.7
GRO-21434,Kellogg's Corn Flakes,grocery,260,1250.17,2.6,17.6
CLO-21435,Nike Sportswear,clothing,103,1218.96,4.8,6.0
GRO-21436,Amul Butter,grocery,31,1299.33,3.0,10.0
APP-21437,LG Washing Machine,appliances,768,1474.35,4.2,18.5
CLO-21438,Nike Sportswear,clothing,798,1428.42,4.4,8.9
ELE-21439,Sony Headphones,electronics,294,127.43,4.6,5.8
GRO-21440,Nestle Milk,grocery,966,1911.88,1.0,8.0
COS-21441,Revlon Compact Powder,cosmetics,873,1850.05,3.8,17.1
HOM-21442,Cello Chairs,home,367,1033.64,4.8,3.9
GRO-21443,Whole Foods Organic Oats,grocery,391,762.07,3.4,5.8
HOM-21444,Cello Chairs,home,86,43.44,4.4,16.4
FUR-21445,Urban Ladder Sofa,furniture,695,1553.49,2.1,15.6
COS-21446,Lakme Foundation,cosmetics,977,1783.07,3.0,8.4
ELE-21447,Sony Headphones,electronics,972,1138.22,1.7,6.6
CLO-21448,Zara Summer Dress,clothing,433,1777.85,5.0,13.5
HOM-21449,Amazon Basics Curtains,home,768,1776.49,2.1,15.8
SKI-21450,The Ordinary Serum,skincare,72,120.24,4.2,17.5
HOM-21451,Cello Chairs,home,234,548.57,4.2,6.9
ELE-21452,Apple iPhone,electronics,615,1684.26,3.1,12.8
CLO-21453,Puma Hoodie,clothing,763,1137.94,4.4,7.2
APP-21454,LG Washing Machine,appliances,251,974.73,2.7,2.4
ELE-21455,Sony Headphones,electronics,566,1504.19,2.2,18.4
APP-21456,LG Washing Machine,appliances,331,1327.46,1.1,11.8
GRO-21457,Kellogg's Corn Flakes,grocery,273,995.67,4.2,9.8
COS-21458,MAC Eyeliner,cosmetics,966,1173.5,2.3,13.2
HOM-21459,Philips LED Bulb,home,226,1299.43,1.8,16.7
HOM-21460,Cello Chairs,home,701,1430.76,4.5,17.9
FUR-21461,Godrej Wardrobe,furniture,919,622.07,2.9,18.4
GRO-21462,Kellogg's Corn Flakes,grocery,542,1163.34,2.5,1.4
APP-21463,IFB Dishwasher,appliances,158,1651.95,3.5,14.6
SKI-21464,Nivea Soft Cream,skincare,996,255.01,2.5,16.7
COS-21465,MAC Eyeliner,cosmetics,171,193.2,1.5,12.6
COS-21466,Revlon Compact Powder,cosmetics,528,449.25,4.6,6.3
FUR-21467,Durian Office Desk,furniture,36,26.44,1.8,15.0
CLO-21468,Zara Summer Dress,clothing,544,1802.73,4.1,9.1
APP-21469,Havells Geyser,appliances,878,1520.05,4.4,3.9
CLO-21470,Nike Sportswear,clothing,765,434.08,3.0,2.9
ELE-21471,Sony Headphones,electronics,433,1161.46,3.9,12.4
COS-21472,Revlon Compact Powder,cosmetics,226,1280.07,1.4,4.7
APP-21473,Bajaj Mixer Grinder,appliances,764,1701.55,3.1,9.0
ELE-21474,Logitech Wireless Mouse,electronics,947,383.18,2.7,3.1
ELE-21475,Dell Laptop,electronics,470,1843.27,2.0,3.0
SKI-21476,Cetaphil Moisturizer,skincare,297,813.33,3.4,3.9
COS-21477,Lakme Foundation,cosmetics,995,921.86,1.6,6.8
FUR-21478,Urban Ladder Sofa,furniture,896,1334.93,1.5,16.3
FUR-21479,Godrej Wardrobe,furniture,704,1189.9,2.7,6.2
APP-21480,LG Washing Machine,appliances,92,1404.23,2.8,18.6
GRO-21481,Hershey's Chocolate,grocery,101,1570.85,4.1,5.1
APP-21482,IFB Dishwasher,appliances,653,599.73,1.2,17.4
HOM-21483,Philips LED Bulb,home,64,1428.21,1.4,5.6
ELE-21484,Logitech Wireless Mouse,electronics,678,765.15,3.2,0.6
ELE-21485,Sony Headphones,electronics,355,1127.48,1.3,7.3
APP-21486,Samsung Refrigerator,appliances,382,566.1,1.1,19.0
ELE-21487,Logitech Wireless Mouse,electronics,721,753.2,4.7,10.4
APP-21488,Samsung Refrigerator,appliances,110,1639.34,2.7,14.1
GRO-21489,Whole Foods Organic Oats,grocery,648,188.18,4.4,12.2
APP-21490,Havells Geyser,appliances,331,1076.3,3.0,14.9
COS-21491,MAC Eyeliner,cosmetics,385,1623.91,4.7,16.0
APP-21492,Samsung Refrigerator,appliances,157,734.17,4.8,1.4
FUR-21493,Urban Ladder Sofa,furniture,10,1629.07,2.4,9.7
HOM-21494,Philips LED Bulb,home,956,1059.83,4.8,15.3
GRO-21495,Hershey's Chocolate,grocery,129,1253.41,1.8,15.0
HOM-21496,Amazon Basics Curtains,home,898,1323.68,1.5,11.8
HOM-21497,Pigeon Pressure Cooker,home,631,1347.14,2.5,19.9
ELE-21498,Logitech Wireless Mouse,electronics,786,1042.84,3.3,1.2
SKI-21499,Nivea Soft Cream,skincare,757,969.12,1.4,15.1
CLO-21500,H&M Cotton Shirt,clothing,766,1192.44,2.3,3.8
APP-21501,IFB Dishwasher,appliances,790,1329.26,1.7,6.7
COS-21502,L'Oreal Mascara,cosmetics,253,657.18,4.1,6.3
CLO-21503,Levi's Denim Jeans,clothing,401,1388.09,4.2,6.9
SKI-21504,Mamaearth Ubtan,skincare,592,991.45,4.7,5.9
GRO-21505,Whole Foods Organic Oats,grocery,193,910.45,3.8,17.0
COS-21506,Maybelline Lipstick,cosmetics,615,430.57,1.8,5.2
COS-21507,MAC Eyeliner,cosmetics,103,1326.06,4.4,13.0
HOM-21508,Amazon Basics Curtains,home,143,1424.36,1.2,15.7
FUR-21509,Ikea Study Table,furniture,106,1066.75,2.5,16.0
ELE-21510,Sony Headphones,electronics,582,1397.5,3.4,1.5
COS-21511,L'Oreal Mascara,cosmetics,265,646.4,3.8,15.1
CLO-21512,Zara Summer Dress,clothing,914,1070.42,2.6,14.2
SKI-21513,Nivea Soft Cream,skincare,48,1529.58,1.8,1.6
SKI-21514,Neutrogena Face Wash,skincare,214,1738.51,2.1,0.5
GRO-21515,Kellogg's Corn Flakes,grocery,325,1857.84,4.3,18.6
FUR-21516,Urban Ladder Sofa,furniture,659,837.96,1.5,1.0
HOM-21517,Milton Water Bottle,home,269,1512.93,2.7,2.5
ELE-21518,Dell Laptop,electronics,920,10.1,4.0,10.3
SKI-21519,Neutrogena Face Wash,skincare,850,1486.47,2.3,14.5
HOM-21520,Cello Chairs,home,458,241.15,4.9,18.4
ELE-21521,Apple iPhone,electronics,33,514.81,2.3,2.0
GRO-21522,Whole Foods Organic Oats,grocery,287,1955.84,1.6,17.3
HOM-21523,Cello Chairs,home,675,899.14,2.3,7.4
ELE-21524,Dell Laptop,electronics,623,1552.78,2.3,4.8
ELE-21525,Sony Headphones,electronics,904,337.23,2.6,4.4
HOM-21526,Milton Water Bottle,home,950,744.58,4.3,9.6
ELE-21527,Samsung Smart TV,electronics,781,1611.82,1.1,12.8
CLO-21528,Puma Hoodie,clothing,30,1429.31,4.0,1.6
COS-21529,L'Oreal Mascara,cosmetics,261,1099.9,3.4,19.1
CLO-21530,Levi's Denim Jeans,clothing,743,281.81,4.5,7.8
APP-21531,IFB Dishwasher,appliances,70,231.66,4.2,11.3
CLO-21532,Nike Sportswear,clothing,542,668.29,2.5,7.3
APP-21533,Havells Geyser,appliances,406,1829.12,1.1,7.6
GRO-21534,Nestle Milk,grocery,549,1516.94,4.9,3.4
GRO-21535,Whole Foods Organic Oats,grocery,828,223.94,4.3,8.7
FUR-21536,Durian Office Desk,furniture,199,478.47,3.5,17.5
FUR-21537,Ikea Study Table,furniture,572,382.24,3.3,7.0
