sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock
GRO-26004,67,60,1.3,32,69,944
APP-26005,39,97,1.2,87,1477,225
GRO-26006,22,4,2.3,2987,2034,968
FUR-26007,968,365,3.1,98,47,464
HOM-26011,318,15,3.8,1025,20,581
CLO-26012,286,327,3.9,8,10,913
GRO-26013,842,159,1.0,92,2165,92
CLO-26025,232,48,3.4,75,1092,658
FUR-26031,825,323,4.6,76,1837,213
COS-26033,543,330,1.7,62,12,830
GRO-26034,593,252,2.9,2913,2125,41
GRO-26037,285,86,4.0,1330,2050,827
GRO-26038,469,365,1.1,2055,75,790
COS-26042,507,264,4.3,77,1124,840
FUR-26048,502,407,1.6,1621,1978,81
CLO-26052,791,138,4.0,88,1004,353
APP-26053,254,319,4.2,20,1171,847
ELE-26055,362,473,4.5,82,79,32
CLO-26056,978,463,3.9,83,2127,20
SKI-26058,545,47,4.8,1241,2429,643
HOM-26060,141,377,3.3,6,1276,189
SKI-26061,153,59,4.8,1316,1672,473
SKI-26062,681,139,3.2,1468,85,32
COS-26064,913,152,3.5,84,40,658
CLO-26065,212,254,1.2,1098,1062,999
APP-26066,945,304,1.1,1544,98,870
HOM-26067,975,347,3.3,1782,1615,51
COS-26068,511,385,1.8,68,96,55
HOM-26072,814,171,3.9,1840,66,671
ELE-26073,922,319,1.1,1561,1932,5
SKI-26074,816,69,4.5,1440,52,204
HOM-26084,130,31,3.7,2959,2507,637
CLO-26085,758,144,2.6,2047,2970,390
ELE-26086,513,160,2.3,36,80,404
FUR-26089,480,238,1.3,88,2984,887
FUR-26090,957,3,1.5,2049,1106,286
SKI-26101,73,439,2.3,1067,1297,841
APP-26102,898,409,3.0,1567,58,710
CLO-26103,135,98,1.0,15,37,982
CLO-26104,839,51,4.7,52,1912,390
COS-26107,763,242,5.0,66,2907,388
ELE-26110,563,463,2.7,2558,97,299
HOM-26113,831,395,1.3,2523,1615,324
GRO-26116,726,59,1.8,2510,52,925
ELE-26118,450,98,3.2,1734,26,540
ELE-26122,191,24,3.5,2397,23,770
CLO-26125,249,19,1.4,8,97,344
GRO-26126,238,429,3.1,30,1313,867
APP-26127,436,355,1.2,23,34,796
SKI-26132,651,290,1.2,1437,99,887
APP-26138,427,344,4.9,24,2004,599
APP-26139,442,474,4.6,1552,2175,312
SKI-26140,812,350,1.2,67,36,186
APP-26143,783,423,2.4,2644,2016,969
GRO-26151,968,325,1.3,72,1590,111
CLO-26152,515,40,2.3,1448,53,892
COS-26153,306,238,1.4,15,90,453
FUR-26157,943,87,2.7,55,1021,506
CLO-26159,125,481,3.9,57,2378,873
CLO-26165,269,177,1.9,2884,1628,918
ELE-26167,847,343,1.3,1623,1234,738
APP-26169,765,19,1.7,1806,23,255
CLO-26176,206,87,3.3,5,86,53
FUR-26177,996,134,5.0,88,28,723
SKI-26179,160,287,2.2,46,44,210
HOM-26181,796,283,3.6,97,86,934
SKI-26183,704,174,5.0,62,2704,337
SKI-26185,939,142,2.9,2429,2616,16
ELE-26186,235,439,4.7,61,14,970
APP-26188,366,182,3.3,1868,87,69
GRO-26193,578,216,2.8,2331,22,647
ELE-26195,531,164,2.0,35,1678,964
COS-26209,200,360,4.2,1523,42,426
CLO-26210,456,92,3.1,17,1326,396
SKI-26211,454,296,2.4,17,2506,718
FUR-26217,852,263,2.9,93,1485,588
CLO-26218,749,246,1.9,2511,26,463
ELE-26219,859,412,4.4,51,45,414
ELE-26223,978,143,1.4,76,2920,384
ELE-26226,310,178,3.2,14,81,442
GRO-26227,558,32,2.1,69,1789,422
COS-26229,147,357,3.9,2396,71,978
SKI-26231,527,151,3.8,43,31,527
FUR-26232,809,90,4.4,1334,2304,179
SKI-26234,771,332,2.5,5,2105,399
APP-26236,482,202,2.4,14,2604,871
GRO-26238,835,374,4.8,96,2865,277
COS-26240,184,261,4.0,59,87,650
CLO-26242,630,84,2.9,1776,1501,202
APP-26243,132,173,3.9,60,25,156
APP-26245,738,40,2.4,36,40,222
COS-26255,462,212,3.5,55,1887,847
FUR-26258,428,59,4.4,17,34,403
FUR-26260,209,141,1.5,28,84,808
GRO-26261,366,107,2.1,1705,71,977
GRO-26263,418,376,3.7,66,2727,691
APP-26264,690,380,2.5,2786,66,902
FUR-26269,119,21,3.5,92,1650,782
GRO-26272,832,231,3.7,1541,66,232
CLO-26274,518,32,3.1,9,49,94
ELE-26276,736,112,4.9,2962,1580,182
COS-26277,851,8,1.2,61,2333,420
HOM-26281,123,250,1.5,1927,2621,476
CLO-26287,4,24,1.5,28,1953,60
GRO-26295,914,236,2.9,11,1330,842
CLO-26301,787,229,4.4,32,12,398
ELE-26304,941,104,1.8,2743,1154,832
HOM-26305,596,460,1.4,2119,1502,276
SKI-26306,30,374,5.0,35,14,588
FUR-26307,418,152,2.8,1780,22,996
FUR-26309,557,167,4.6,2325,1690,320
SKI-26311,368,182,4.5,35,67,960
ELE-26314,631,303,1.1,1203,25,977
ELE-26315,995,215,1.7,25,2831,412
GRO-26317,66,441,2.4,1026,36,793
APP-26318,933,459,4.1,1592,1838,491
APP-26319,505,98,4.1,1068,1321,783
APP-26320,809,225,3.2,1719,2508,343
HOM-26324,533,50,2.1,44,97,134
APP-26327,732,223,4.6,57,2244,201
FUR-26329,514,372,2.5,40,51,850
COS-26331,415,367,2.7,2507,2393,389
APP-26333,262,435,1.1,2470,1954,537
SKI-26334,766,51,2.5,30,76,755
FUR-26335,179,305,1.3,25,24,921
COS-26336,459,257,3.0,1563,60,828
CLO-26339,796,313,1.3,58,1223,432
ELE-26342,263,120,4.6,2981,1925,102
HOM-26344,583,74,3.7,1422,18,338
HOM-26345,942,165,1.7,65,67,553
APP-26349,464,368,3.1,1754,1614,331
COS-26351,950,84,3.6,1299,1432,983
HOM-26354,353,16,5.0,1236,1278,370
GRO-26355,513,342,1.7,15,65,947
GRO-26358,880,36,1.6,1617,7,26
ELE-26360,408,133,4.1,1843,23,751
FUR-26361,132,264,1.1,85,50,398
APP-26362,817,433,3.5,2713,1604,613
FUR-26363,120,17,1.7,1505,2590,987
APP-26365,20,29,3.3,2312,50,64
SKI-26367,373,62,3.1,2340,9,786
GRO-26372,327,214,2.5,1868,2259,384
SKI-26375,276,109,2.7,74,54,77
GRO-26377,210,145,1.4,2901,78,417
CLO-26379,211,199,3.0,1810,94,957
FUR-26382,712,443,2.6,87,65,91
GRO-26384,106,278,3.4,46,51,329
FUR-26385,290,225,3.2,2940,17,101
APP-26388,905,339,4.8,2273,31,694
ELE-26389,37,473,1.6,49,19,246
CLO-26390,963,367,2.2,13,76,629
HOM-26392,343,130,2.6,1304,1045,823
FUR-26396,137,268,1.4,2957,1930,166
APP-26397,158,249,2.4,34,1927,10
COS-26403,44,50,2.8,2217,2995,855
SKI-26404,360,159,1.0,1931,1288,634
GRO-26407,952,40,1.3,31,18,624
CLO-26408,274,191,3.4,1782,85,259
FUR-26410,960,364,3.7,1968,90,133
COS-26411,812,288,2.8,28,1983,710
SKI-26414,372,123,2.1,2374,2549,387
COS-26420,532,159,1.9,84,48,833
APP-26429,348,214,2.0,2516,1188,744
APP-26430,736,78,4.3,2963,2362,103
FUR-26431,38,235,3.1,1576,1059,289
FUR-26434,325,233,3.1,50,2477,791
HOM-26435,509,485,2.1,26,8,391
GRO-26436,553,92,1.6,66,1711,594
APP-26442,100,379,1.3,2448,48,434
SKI-26444,708,5,2.1,11,9,688
CLO-26445,257,230,4.2,1824,8,856
FUR-26453,497,403,4.9,2745,44,410
APP-26454,331,308,2.8,61,2259,558
GRO-26455,463,447,4.3,56,1809,687
CLO-26458,331,348,4.6,2094,87,818
CLO-26459,946,68,1.9,2402,2418,607
COS-26460,700,154,4.7,78,44,145
COS-26464,943,492,1.2,2433,36,467
ELE-26472,813,371,4.7,80,1452,166
SKI-26474,460,335,4.3,64,20,66
FUR-26477,120,324,1.6,1264,90,649
ELE-26485,8,130,4.2,85,2429,503
GRO-26488,40,225,3.5,46,2766,757
APP-26492,882,328,3.1,1004,2894,487
SKI-26493,410,350,1.7,87,26,165
CLO-26496,554,313,3.4,2637,1533,793
ELE-26498,259,418,1.8,27,30,578
SKI-26502,278,4,3.1,59,20,700
APP-26504,228,239,2.9,7,13,673
ELE-26507,789,143,4.9,2570,49,478
FUR-26508,558,370,4.4,2953,1330,222
HOM-26511,73,455,4.0,49,86,984
GRO-26512,432,158,2.9,1484,2856,196
GRO-26517,92,102,1.7,40,56,806
HOM-26518,545,185,1.9,35,41,393
CLO-26523,1,93,3.0,1735,36,323
ELE-26525,52,495,1.8,42,2244,674
ELE-26528,372,21,4.6,1193,68,157
ELE-26529,43,325,3.4,1627,2475,55
COS-26530,35,244,3.0,1521,14,9
ELE-26534,553,236,1.7,1074,15,978
FUR-26538,712,409,3.6,2963,68,328
ELE-26539,692,489,4.8,1426,46,456
SKI-26541,376,261,4.0,32,2796,7
APP-26542,389,387,3.7,2014,2613,90
CLO-26543,917,429,4.9,1310,47,195
CLO-26545,448,411,3.7,66,2327,437
FUR-26546,490,48,4.6,1799,51,906
COS-26547,891,266,2.4,2694,2792,51
ELE-26551,201,421,1.7,9,26,409
COS-26560,825,45,2.0,41,2401,938
COS-26562,987,89,4.3,96,2985,185
APP-26566,588,422,3.8,2107,1071,398
COS-26574,771,394,4.2,1095,2922,857
CLO-26575,572,437,2.9,1335,2855,433
ELE-26576,62,208,2.6,2837,88,966
ELE-26582,539,74,2.5,1547,92,646
APP-26586,331,475,2.5,2026,43,66
ELE-26588,614,87,2.1,64,2951,683
FUR-26594,264,134,1.5,2518,1039,666
SKI-26595,57,23,3.2,83,2207,710
APP-26596,94,404,3.5,1322,2596,290
FUR-26597,207,286,1.9,83,1450,588
CLO-26601,12,263,1.3,43,98,262
SKI-26602,546,116,1.2,54,73,637
ELE-26608,484,30,2.0,1937,50,974
ELE-26609,199,54,2.0,2291,2940,156
GRO-26611,262,272,2.2,36,1730,182
FUR-26612,778,401,1.5,2885,25,416
FUR-26613,749,299,3.0,1575,2884,712
ELE-26616,98,110,3.0,36,55,714
FUR-26621,322,121,1.4,25,2723,659
SKI-26622,268,234,4.4,73,2422,304
APP-26626,532,405,1.1,1586,60,775
ELE-26629,339,160,1.8,65,1032,737
CLO-26630,911,29,4.6,17,20,324
HOM-26634,754,117,2.5,1624,1441,788
ELE-26635,738,188,3.1,72,18,970
ELE-26638,71,235,4.5,42,2063,780
ELE-26641,521,295,1.3,1453,1102,545
APP-26643,982,451,2.5,2150,86,822
GRO-26644,176,480,2.5,1214,2373,471
ELE-26645,744,153,1.5,74,2410,759
APP-26646,550,411,3.5,74,94,512
CLO-26648,807,441,4.5,2902,1610,109
COS-26653,474,275,3.4,20,1731,774
ELE-26654,943,200,1.5,90,36,649
HOM-26657,84,351,1.3,22,1455,103
APP-26663,216,45,4.3,1607,79,723
APP-26670,433,470,2.2,1828,91,303
FUR-26671,969,294,4.0,14,2051,631
ELE-26675,630,405,4.4,2517,1554,513
CLO-26678,743,105,2.2,2495,1149,150
FUR-26679,12,493,3.2,97,2429,376
CLO-26681,353,33,2.7,1060,85,661
GRO-26684,419,293,5.0,43,1008,64
SKI-26689,843,336,4.8,2585,1503,85
COS-26690,365,475,1.7,1878,2824,774
APP-26691,834,220,2.7,45,8,174
HOM-26693,50,14,1.7,35,1637,604
ELE-26696,723,119,4.0,89,1212,922
APP-26698,312,489,1.6,1147,2401,194
SKI-26700,297,493,1.9,1961,27,563
FUR-26701,782,412,3.0,2544,65,181
SKI-26703,581,73,3.1,5,1013,288
ELE-26713,468,285,1.6,69,9,813
APP-26717,456,107,3.9,77,35,853
SKI-26720,334,45,1.9,60,52,364
FUR-26723,4,51,4.6,39,1274,51
APP-26726,869,66,2.7,2029,2108,765
FUR-26727,230,331,2.1,1160,1142,673
HOM-26731,572,270,4.4,97,61,215
HOM-26734,625,182,3.8,2751,2815,88
ELE-26736,121,406,4.9,11,60,206
ELE-26739,185,28,2.5,59,51,488
APP-26741,518,39,4.4,2136,1989,738
FUR-26743,135,131,3.5,2081,1498,909
CLO-26744,32,423,3.8,70,1491,465
GRO-26745,145,150,1.5,1137,1824,175
GRO-26750,38,48,4.5,80,1698,631
HOM-26751,967,359,3.3,1186,1536,345
COS-26753,370,247,4.9,1145,82,46
HOM-26754,203,434,1.6,1896,1610,286
APP-26756,838,121,2.3,77,62,735
ELE-26759,24,276,3.0,62,59,973
APP-26760,218,199,4.6,2265,12,334
FUR-26761,507,349,1.9,1062,13,252
HOM-26764,540,88,3.6,2908,2977,772
GRO-26765,30,257,4.5,60,89,57
SKI-26766,607,454,3.7,77,19,348
APP-26769,329,436,1.3,2608,2687,571
CLO-26770,151,250,2.9,21,2363,261
COS-26771,760,326,4.2,1823,2222,690
SKI-26773,431,493,4.2,83,63,11
COS-26774,186,224,3.2,93,19,763
CLO-26775,917,106,5.0,61,2459,284
COS-26776,16,223,3.3,23,13,134
APP-26777,541,470,1.4,2184,2797,595
GRO-26779,96,332,2.5,2761,43,666
FUR-26781,362,238,4.9,2206,1904,216
GRO-26782,397,428,2.5,64,1052,263
GRO-26783,145,368,4.0,2131,1699,555
SKI-26787,834,373,3.1,1646,2088,758
CLO-26788,652,482,2.9,1929,2288,335
GRO-26790,481,28,3.8,2967,61,293
ELE-26792,272,471,1.7,2300,42,585
COS-26793,948,135,2.1,1093,69,276
COS-26794,835,252,4.0,84,46,109
GRO-26795,796,374,4.9,86,92,705
ELE-26799,48,449,5.0,1606,1676,356
FUR-26801,195,342,4.7,53,1523,216
GRO-26804,234,379,2.5,1717,43,100
CLO-26806,52,392,1.5,89,75,876
ELE-26809,16,206,4.9,1591,84,991
ELE-26811,71,444,5.0,2094,96,542
HOM-26813,877,275,3.8,69,2592,437
SKI-26816,173,41,1.8,49,1602,437
ELE-26817,811,142,1.4,1465,1720,429
APP-26818,322,229,1.2,58,35,478
GRO-26819,437,496,4.9,11,1658,833
FUR-26821,429,263,3.4,1278,95,776
ELE-26822,299,131,3.0,2383,2242,529
HOM-26823,157,92,1.8,14,33,140
COS-26824,17,242,2.2,23,32,759
ELE-26827,153,96,1.4,65,10,192
HOM-26828,275,431,4.7,1361,2943,518
GRO-26831,168,3,1.7,47,2126,718
FUR-26835,904,490,1.3,2711,94,154
CLO-26838,445,451,1.9,66,1935,671
CLO-26843,406,444,4.6,1158,2418,518
SKI-26846,399,45,2.2,40,34,191
GRO-26847,234,97,3.4,2823,59,329
APP-26849,355,14,1.8,31,83,588
ELE-26851,625,484,2.3,88,48,7
HOM-26852,250,123,1.5,2537,2711,360
FUR-26853,669,351,1.5,2868,1621,280
SKI-26857,300,473,2.1,1575,2539,709
GRO-26860,270,284,4.9,1762,91,144
COS-26870,781,312,2.0,98,33,930
FUR-26877,666,116,3.1,2928,65,624
GRO-26879,809,355,3.0,2875,2595,442
GRO-26883,676,424,1.7,94,90,692
COS-26886,6,94,4.0,2014,2299,281
HOM-26889,279,323,4.6,53,50,751
HOM-26890,315,335,1.9,9,2081,438
GRO-26891,326,40,3.0,55,35,882
APP-26892,117,11,3.1,1614,1953,459
ELE-26895,552,271,1.9,39,1483,585
COS-26896,175,120,3.4,14,1291,198
FUR-26897,672,427,1.7,2296,14,538
FUR-26902,127,388,3.9,71,1404,710
APP-26904,278,182,3.8,1377,2921,494
FUR-26915,429,227,2.2,43,1161,332
HOM-26916,502,325,1.6,8,23,241
FUR-26921,335,418,4.6,25,1199,277
FUR-26924,25,283,4.5,46,21,575
GRO-26928,936,27,1.2,1060,2197,533
FUR-26930,904,292,3.9,74,1351,798
CLO-26932,819,5,4.7,89,74,98
SKI-26933,685,131,4.5,97,1843,365
CLO-26935,382,195,2.1,2288,1103,199
CLO-26937,212,18,3.9,36,1351,649
APP-26939,22,442,2.5,5,2612,499
GRO-26940,999,272,2.5,1037,81,585
GRO-26942,480,291,4.2,2022,55,746
CLO-26943,741,280,3.2,2067,1254,100
FUR-26949,925,94,2.1,73,71,686
GRO-26952,420,395,2.1,2282,1154,594
CLO-26955,235,183,4.2,2202,93,305
COS-26962,101,389,3.2,20,1583,622
GRO-26964,911,406,4.4,1182,2877,257
ELE-26965,215,103,2.2,24,1176,40
ELE-26968,102,7,2.3,2935,21,331
SKI-26969,428,157,4.6,2919,59,730
CLO-26970,791,111,4.3,1536,2219,179
COS-26971,614,379,3.4,1666,2232,485
SKI-26977,560,448,4.3,84,1905,659
HOM-26978,75,179,2.5,1179,2079,377
ELE-26979,723,141,1.2,1609,71,442
HOM-26981,96,350,3.2,1167,1837,384
ELE-26983,318,166,4.1,1461,26,574
COS-26984,376,370,4.5,92,92,67
HOM-26986,448,441,1.3,52,48,308
GRO-26989,464,99,3.5,2852,2776,320
SKI-26992,1,355,4.0,2985,72,110
APP-26993,4,250,2.0,97,88,665
FUR-26995,382,440,2.3,54,1878,594
APP-26996,728,207,4.7,2551,66,26
APP-27001,641,154,4.5,1668,43,29
ELE-27004,728,21,3.3,7,55,28
ELE-27005,274,470,4.4,2519,54,903
ELE-27007,732,230,3.3,70,1005,15
COS-27012,208,86,3.0,81,26,366
CLO-27013,873,380,3.3,2886,52,483
CLO-27017,437,145,1.8,2563,68,552
FUR-27018,194,426,2.4,22,21,143
ELE-27020,226,24,1.4,1419,2011,337
COS-27024,507,216,2.1,82,81,738
APP-27025,922,333,3.0,1520,87,880
COS-27030,185,279,2.6,94,33,758
ELE-27031,63,71,4.0,2346,73,707
FUR-27032,157,403,1.5,75,2674,919
FUR-27037,55,183,1.3,84,2965,592
COS-27039,510,157,2.4,2349,84,699
CLO-27040,453,412,2.0,2356,16,212
GRO-27041,10,24,2.6,24,21,737
HOM-27055,878,62,1.3,12,2327,835
APP-27056,578,247,2.3,1238,2687,407
ELE-27060,760,482,4.4,1357,1607,997
COS-27061,860,454,1.7,92,2918,802
HOM-27062,986,204,4.6,10,2221,674
SKI-27063,100,482,2.1,44,1914,126
ELE-27064,912,192,2.5,1805,58,918
GRO-27068,644,483,4.8,1156,93,510
HOM-27070,601,233,2.2,1761,26,466
COS-27071,379,319,4.4,43,63,546
CLO-27073,157,200,1.9,2411,95,408
FUR-27075,742,272,1.3,51,1942,165
HOM-27078,218,188,2.0,35,46,417
GRO-27079,681,13,3.2,1417,60,737
APP-27081,884,434,2.3,1582,32,761
HOM-27085,703,402,3.7,73,74,700
COS-27086,404,225,4.5,2923,34,801
FUR-27088,50,484,2.4,2919,1844,75
ELE-27089,492,451,2.7,1976,21,21
GRO-27090,308,231,1.6,6,70,471
COS-27091,538,109,4.5,2989,2276,839
FUR-27092,347,145,3.3,75,2180,669
CLO-27093,813,175,3.8,61,2648,998
GRO-27094,963,41,3.8,1680,43,786
FUR-27096,926,195,4.1,2279,54,61
CLO-27097,152,68,4.5,1083,1636,220
GRO-27099,192,235,1.3,31,99,309
ELE-27101,616,469,4.1,2247,1033,223
COS-27102,623,25,3.5,72,32,489
CLO-27105,205,339,4.6,90,43,70
SKI-27109,974,194,4.4,46,58,466
GRO-27111,5,333,2.7,1266,1126,347
CLO-27119,793,65,1.5,2182,2986,162
COS-27122,934,138,2.6,72,1977,120
CLO-27124,265,326,3.2,41,57,103
SKI-27130,56,326,3.6,40,7,734
CLO-27133,382,448,3.6,9,2828,20
SKI-27134,919,360,2.4,58,1998,833
GRO-27135,768,174,3.3,87,1118,275
HOM-27136,529,316,2.9,82,1504,143
APP-27139,427,79,1.4,1209,2399,499
APP-27143,77,466,2.8,1119,2373,249
SKI-27146,865,373,3.1,2689,2037,910
CLO-27147,775,277,3.9,6,80,650
CLO-27149,757,26,4.2,39,1025,171
CLO-27153,619,438,3.8,58,1864,976
COS-27155,947,22,1.3,1335,2380,464
CLO-27157,650,331,3.7,1808,2625,425
FUR-27160,396,108,1.2,2565,1437,524
GRO-27162,239,118,2.9,39,1110,304
APP-27164,647,232,4.6,30,1717,725
FUR-27167,575,370,4.0,1727,1412,717
FUR-27174,781,137,2.8,10,2266,10
CLO-27175,956,114,5.0,1567,2030,261
SKI-27176,706,296,2.7,1823,2088,897
FUR-27179,632,331,1.2,21,42,206
ELE-27184,884,210,1.9,1196,67,485
ELE-27185,575,123,3.1,39,8,474
ELE-27188,413,72,1.2,2530,71,284
CLO-27190,166,233,3.1,72,2513,491
FUR-27192,542,294,2.4,35,15,467
GRO-27194,459,29,1.2,18,96,141
APP-27197,544,130,2.6,32,1521,853
ELE-27199,438,72,4.7,7,99,413
CLO-27205,789,211,3.4,13,2482,111
SKI-27206,226,155,1.8,1512,85,225
SKI-27211,803,452,1.2,79,1410,31
APP-27212,698,280,2.7,2422,7,563
GRO-27215,963,183,4.3,2333,1344,344
SKI-27218,580,440,2.6,24,9,478
COS-27219,137,93,1.9,80,1659,650
ELE-27225,371,36,3.8,2199,1233,423
FUR-27226,334,304,2.8,2006,73,191
HOM-27227,884,376,4.7,22,1961,265
COS-27228,431,373,2.6,2188,1189,965
FUR-27230,624,204,2.9,2318,2778,56
CLO-27238,192,326,3.8,39,56,132
FUR-27239,578,298,1.0,2488,1087,414
SKI-27240,205,75,2.5,79,1799,863
GRO-27244,482,11,3.0,69,1041,389
ELE-27250,50,290,3.6,9,2475,213
FUR-27253,372,79,4.2,19,1393,528
GRO-27255,620,124,1.2,25,2874,973
CLO-27256,419,54,1.8,1364,12,778
ELE-27260,983,464,5.0,1386,1586,618
ELE-27268,308,133,2.0,2665,84,161
SKI-27270,456,143,3.4,9,1207,903
ELE-27271,333,110,2.9,2767,1421,47
COS-27272,883,418,4.6,20,1808,651
APP-27276,725,44,3.6,66,95,88
ELE-27283,584,498,1.9,15,35,182
ELE-27288,614,247,2.2,22,96,353
FUR-27291,405,146,3.9,76,1301,730
ELE-27292,450,122,4.6,6,66,135
GRO-27293,943,76,5.0,1935,46,326
FUR-27295,931,21,5.0,2193,52,927
FUR-27296,541,216,2.6,81,2653,575
GRO-27297,582,10,4.9,1947,54,888
APP-27298,471,228,4.2,1511,1889,723
ELE-27301,246,333,1.2,37,2504,191
APP-27306,350,33,2.4,8,60,684
HOM-27309,65,142,4.4,67,2684,559
HOM-27311,809,495,4.9,25,39,293
COS-27312,487,53,1.8,75,1146,862
SKI-27317,857,281,2.3,11,55,601
CLO-27318,148,56,1.0,1044,1502,982
HOM-27319,321,128,4.1,1270,2975,467
HOM-27326,909,118,4.7,2665,1679,292
CLO-27328,212,283,2.8,43,1835,548
GRO-27330,987,488,4.8,1478,1234,691
FUR-27334,4,131,1.7,75,80,326
APP-27336,879,55,3.8,2075,73,948
CLO-27337,284,174,4.3,1378,1199,35
COS-27338,167,224,2.9,89,54,431
COS-27339,982,374,3.6,2966,1456,333
GRO-27340,442,174,2.7,2128,78,460
FUR-27344,592,301,1.1,1868,1350,221
SKI-27345,249,449,3.3,2816,12,259
COS-27347,963,138,4.9,80,1236,284
FUR-27349,152,130,4.3,1851,55,97
GRO-27350,496,155,2.9,89,2823,195
HOM-27358,922,187,4.8,98,1386,378
COS-27360,314,81,3.2,23,1229,612
GRO-27364,393,434,1.1,1368,2458,747
ELE-27367,886,59,4.0,8,59,164
FUR-27368,722,321,1.0,29,2024,520
GRO-27369,789,79,3.4,49,1869,756
ELE-27373,581,381,1.7,9,80,722
FUR-27374,338,452,1.0,91,61,105
CLO-27376,936,144,2.5,58,74,41
SKI-27378,685,465,3.0,1330,88,305
ELE-27380,684,313,3.1,68,90,979
GRO-27381,141,249,1.4,1639,47,519
CLO-27391,847,394,2.5,1103,16,772
APP-27392,965,221,4.5,2316,2845,620
ELE-27393,590,162,4.8,59,17,797
CLO-27394,950,24,1.0,1853,31,604
GRO-27396,233,312,3.0,2557,2882,878
CLO-27397,42,203,2.7,1271,99,542
APP-27401,824,436,2.4,1727,1155,664
GRO-27402,77,48,4.2,51,2258,526
ELE-27403,831,411,2.6,1551,1756,236
APP-27405,108,236,1.4,88,1982,960
COS-27416,380,218,3.3,1193,1979,131
SKI-27418,116,409,1.8,2050,48,767
COS-27422,800,235,3.2,80,48,706
GRO-27424,189,277,3.8,2645,2061,198
HOM-27429,366,190,3.3,5,11,303
FUR-27435,397,325,3.1,11,19,592
SKI-27437,13,414,4.7,32,72,428
GRO-27439,695,429,4.1,76,37,690
GRO-27441,729,422,2.9,50,2564,975
SKI-27442,119,409,4.5,99,84,95
SKI-27443,14,455,1.3,1217,2124,349
CLO-27444,529,308,2.5,46,2206,517
COS-27450,778,124,1.3,37,47,256
HOM-27451,773,414,2.0,80,1934,706
COS-27452,315,96,3.2,2000,28,267
GRO-27462,184,168,3.4,34,2783,764
SKI-27463,431,406,2.1,70,2170,471
HOM-27469,736,197,4.3,32,25,245
SKI-27472,361,436,1.3,1283,21,343
HOM-27474,64,111,4.4,73,93,921
FUR-27475,487,190,1.0,27,1607,840
CLO-27478,443,480,3.4,1559,60,647
SKI-27480,595,186,3.2,88,1696,441
HOM-27482,791,26,3.4,1845,52,466
GRO-27488,34,454,1.6,2417,1318,631
CLO-27489,322,398,4.8,1102,1187,831
APP-27496,907,347,3.5,90,2946,432
GRO-27498,851,263,2.5,96,12,417
FUR-27502,388,396,3.9,1509,1869,201
FUR-27503,416,499,4.0,1865,2550,264
GRO-27506,713,340,1.7,63,53,493
SKI-27507,66,59,2.1,23,2936,182
COS-27508,738,85,1.1,10,86,264
FUR-27509,601,332,3.4,80,9,911
ELE-27513,479,175,2.3,42,1471,372
APP-27515,523,185,3.0,1979,1049,104
HOM-27516,571,52,2.8,1050,2832,633
ELE-27518,649,151,2.2,87,1232,198
FUR-27520,43,214,2.8,1976,2357,410
HOM-27521,953,166,1.1,1150,2495,236
APP-27523,355,222,1.2,2166,2076,673
APP-27525,904,187,1.4,1086,2966,373
SKI-27536,908,81,2.2,2479,2179,355
FUR-27539,241,481,3.5,2872,74,219
APP-27540,90,210,3.8,2501,88,525
APP-27546,258,432,4.1,2148,52,342
HOM-27551,628,470,2.2,2769,89,422
COS-27555,533,329,2.9,1106,2954,896
FUR-27556,856,226,4.7,1735,63,104
SKI-27557,888,472,4.3,9,2719,768
ELE-27558,488,423,3.5,44,22,104
HOM-27562,562,342,1.7,50,16,97
ELE-27563,923,4,3.3,86,35,954
ELE-27566,994,337,1.6,2889,1538,425
CLO-27569,861,415,3.9,12,11,997
CLO-27573,933,242,3.3,28,2399,387
SKI-27579,908,105,3.6,2500,1405,865
GRO-27581,176,72,4.0,89,59,157
GRO-27584,152,94,2.5,13,99,195
GRO-27586,806,384,2.4,59,2578,91
FUR-27588,314,281,3.2,98,2812,487
GRO-27591,264,146,3.9,1594,28,518
GRO-27592,529,298,1.6,8,1908,478
ELE-27596,8,242,1.3,61,2975,807
SKI-27601,320,420,4.6,96,32,121
GRO-27603,688,224,3.3,2795,1626,37
FUR-27605,172,286,2.3,70,2082,765
FUR-27612,73,62,5.0,1814,2492,441
SKI-27613,924,236,3.5,21,58,669
SKI-27614,747,218,3.9,14,35,164
HOM-27615,491,314,4.0,90,56,813
CLO-27616,218,14,4.2,1919,44,448
COS-27617,126,205,2.2,25,2302,442
CLO-27619,720,267,3.8,2948,63,121
FUR-27620,665,174,3.7,14,46,733
COS-27623,806,217,2.0,63,1053,403
CLO-27624,49,486,3.2,1878,1850,605
FUR-27626,409,101,2.0,2271,2009,882
SKI-27628,970,202,2.5,2547,2811,36
APP-27629,331,139,1.2,1078,67,841
CLO-27630,511,96,3.1,1774,81,95
HOM-27631,192,352,4.9,2853,2906,738
GRO-27634,481,336,3.3,2411,2978,854
COS-27637,368,74,4.6,29,96,232
GRO-27639,117,31,3.9,12,1194,979
FUR-27640,891,273,4.5,65,1830,105
SKI-27647,841,439,1.1,1458,1224,249
FUR-27648,385,83,1.1,97,2111,769
COS-27651,271,47,4.3,1197,52,178
FUR-27652,572,436,2.7,1117,1058,105
COS-27654,565,65,2.7,66,7,317
HOM-27657,901,489,2.1,2454,24,951
