sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock,label_action
FUR-29596,424,168,2.5,27,2555,948,DISCOUNT
HOM-29597,342,348,3.0,1924,85,936,NO CHANGE
FUR-29599,113,65,2.6,1326,1152,923,DISCOUNT
CLO-29600,532,480,3.6,28,9,711,DISCOUNT
GRO-29601,413,217,2.4,33,65,386,DISCOUNT
CLO-29602,979,153,2.6,49,2367,0,DISCOUNT
SKI-29607,264,23,1.8,1677,2052,646,DISCOUNT
GRO-29609,797,316,1.1,2716,87,71,RESTOCK
SKI-29610,44,97,3.9,2195,17,190,RESTOCK
APP-29612,37,268,1.6,14,7,821,DISCOUNT
GRO-29617,265,311,4.0,15,2197,245,DISCOUNT
ELE-29618,851,380,3.3,54,48,104,RESTOCK
COS-29619,921,360,4.9,85,22,910,DISCOUNT
FUR-29621,159,430,4.6,1700,76,999,NO CHANGE
HOM-29623,988,179,1.2,2004,1003,170,RESTOCK
COS-29624,990,439,3.0,2879,58,598,RESTOCK
CLO-29625,194,336,4.5,74,66,762,DISCOUNT
CLO-29626,796,390,3.9,1848,34,523,RESTOCK
ELE-29629,738,450,4.4,89,1989,868,DISCOUNT
APP-29631,791,201,4.8,1223,73,955,NO CHANGE
SKI-29633,339,9,4.9,2819,1156,515,NO CHANGE
CLO-29634,311,19,1.8,1001,1805,759,DISCOUNT
HOM-29635,879,400,1.0,2518,68,904,RESTOCK
GRO-29637,878,218,1.7,1065,6,353,RESTOCK
CLO-29638,178,313,2.3,1719,27,882,NO CHANGE
ELE-29639,44,128,3.2,32,1246,792,DISCOUNT
FUR-29641,486,424,2.4,1769,72,869,NO CHANGE
FUR-29642,448,366,1.7,2840,74,335,RESTOCK
COS-29643,173,361,4.2,1886,14,794,NO CHANGE
CLO-29645,837,145,4.3,72,78,745,DISCOUNT
ELE-29646,256,342,2.0,1597,12,472,RESTOCK
FUR-29648,119,456,3.8,2342,6,966,NO CHANGE
SKI-29650,412,316,3.4,2550,6,647,RESTOCK
FUR-29651,740,140,5.0,9,95,291,NO CHANGE
SKI-29653,117,7,1.6,1750,2114,183,DISCOUNT
COS-29654,402,394,3.1,1317,1916,580,DISCOUNT
FUR-29659,689,324,4.5,12,19,327,NO CHANGE
HOM-29661,215,441,1.6,1249,30,133,RESTOCK
SKI-29664,189,313,4.1,2399,53,196,RESTOCK
SKI-29667,343,450,2.2,1461,93,283,RESTOCK
HOM-29668,156,177,4.8,76,1651,82,DISCOUNT
HOM-29669,664,367,1.2,79,2364,106,DISCOUNT
CLO-29672,607,340,3.9,1477,73,798,NO CHANGE
GRO-29674,879,198,5.0,87,66,200,RESTOCK
APP-29679,939,252,1.2,31,12,614,DISCOUNT
COS-29680,995,135,2.1,1501,1841,502,DISCOUNT
SKI-29682,749,133,2.4,2207,98,204,RESTOCK
FUR-29683,5,377,3.8,25,1492,743,DISCOUNT
ELE-29687,815,195,2.8,2692,58,271,RESTOCK
ELE-29688,843,286,1.6,1517,2445,741,DISCOUNT
SKI-29689,226,275,1.4,51,16,748,DISCOUNT
SKI-29691,504,38,1.5,2284,64,195,RESTOCK
GRO-29695,968,223,2.3,2058,64,618,RESTOCK
ELE-29699,241,8,3.8,71,46,428,DISCOUNT
FUR-29700,767,344,1.4,29,1342,498,DISCOUNT
GRO-29701,239,241,2.7,2421,2846,338,DISCOUNT
CLO-29702,325,71,2.0,31,83,868,DISCOUNT
SKI-29703,204,225,3.9,81,68,694,DISCOUNT
CLO-29705,879,309,4.1,38,67,672,DISCOUNT
APP-29707,795,305,1.3,2603,62,611,RESTOCK
CLO-29708,298,148,4.2,1252,2039,638,DISCOUNT
ELE-29709,380,222,1.7,1029,2420,880,DISCOUNT
GRO-29711,896,411,2.5,2188,16,424,RESTOCK
COS-29713,555,268,4.7,2163,81,925,NO CHANGE
COS-29717,562,413,1.7,2139,24,92,RESTOCK
COS-29719,925,386,2.7,37,1270,713,DISCOUNT
FUR-29720,718,407,1.8,2682,59,229,RESTOCK
FUR-29725,248,417,3.7,96,22,188,RESTOCK
APP-29728,614,185,4.9,1816,28,106,RESTOCK
COS-29729,152,467,1.9,47,1130,885,DISCOUNT
APP-29730,551,60,1.3,95,2165,981,DISCOUNT
GRO-29732,751,436,2.2,6,2789,906,DISCOUNT
CLO-29734,776,322,3.0,47,39,39,RESTOCK
COS-29736,491,369,3.6,1866,66,365,RESTOCK
COS-29737,454,448,4.6,12,64,313,NO CHANGE
FUR-29741,707,85,1.6,42,2268,505,DISCOUNT
CLO-29742,506,411,1.6,2208,66,226,RESTOCK
GRO-29745,39,2,3.4,94,1765,263,DISCOUNT
CLO-29746,226,153,3.8,1757,1993,587,DISCOUNT
SKI-29747,625,26,2.4,1827,17,83,RESTOCK
GRO-29748,605,46,2.4,2405,61,59,RESTOCK
APP-29749,230,163,4.7,71,75,857,DISCOUNT
GRO-29753,732,232,4.0,2262,2190,167,DISCOUNT
HOM-29756,303,58,1.3,2773,90,933,NO CHANGE
ELE-29759,415,299,1.5,99,17,652,DISCOUNT
APP-29761,971,498,3.8,1735,2255,971,DISCOUNT
HOM-29762,657,202,1.0,39,53,720,DISCOUNT
ELE-29763,70,398,2.9,1370,1271,668,DISCOUNT
COS-29774,479,469,1.8,26,1078,243,DISCOUNT
CLO-29776,28,100,2.0,68,17,557,DISCOUNT
APP-29780,515,158,3.3,79,1813,324,DISCOUNT
ELE-29781,145,476,3.5,87,1221,127,DISCOUNT
FUR-29788,754,460,3.7,14,1045,988,DISCOUNT
SKI-29790,996,1,2.7,2676,24,79,RESTOCK
SKI-29798,231,332,3.0,1118,2539,957,DISCOUNT
HOM-29801,492,446,3.6,45,2432,904,DISCOUNT
FUR-29802,183,495,1.7,21,34,410,DISCOUNT
HOM-29805,568,93,1.1,2195,75,679,RESTOCK
APP-29821,402,130,5.0,2911,21,791,RESTOCK
CLO-29822,81,416,3.5,1899,36,948,NO CHANGE
APP-29825,865,16,2.4,2179,2825,921,DISCOUNT
CLO-29828,414,108,2.5,1446,25,873,NO CHANGE
FUR-29833,524,197,4.5,97,1962,841,DISCOUNT
HOM-29834,540,253,2.0,1566,2445,314,DISCOUNT
SKI-29836,832,354,3.3,1298,1216,669,DISCOUNT
CLO-29837,130,40,2.6,2883,54,578,RESTOCK
SKI-29839,150,66,3.8,50,37,222,DISCOUNT
GRO-29841,588,165,3.2,77,1221,333,DISCOUNT
HOM-29843,456,134,4.2,41,89,58,RESTOCK
ELE-29847,581,283,2.2,1037,51,440,RESTOCK
APP-29848,53,163,4.8,51,2709,728,DISCOUNT
HOM-29854,69,128,4.0,53,2579,270,DISCOUNT
GRO-29861,421,46,1.2,1442,87,897,DISCOUNT
FUR-29862,867,373,1.7,2459,91,540,RESTOCK
CLO-29863,412,436,2.2,1226,36,80,RESTOCK
ELE-29865,963,220,3.9,2530,2655,906,DISCOUNT
COS-29866,519,314,1.5,51,50,114,RESTOCK
CLO-29868,965,445,1.6,2488,11,965,RESTOCK
FUR-29869,19,191,2.3,1609,21,512,RESTOCK
FUR-29870,143,414,2.6,31,75,457,DISCOUNT
CLO-29872,620,444,4.9,1243,2872,278,DISCOUNT
HOM-29875,634,314,1.4,44,25,316,NO CHANGE
HOM-29876,959,279,4.7,1519,1562,434,DISCOUNT
COS-29881,178,435,3.9,2080,1794,541,DISCOUNT
ELE-29888,764,312,4.0,2781,1894,668,DISCOUNT
ELE-29890,581,423,1.7,2404,2754,599,DISCOUNT
ELE-29891,609,71,4.1,69,9,28,RESTOCK
FUR-29894,406,74,3.3,2660,2101,22,DISCOUNT
APP-29896,239,472,4.3,1946,1303,958,DISCOUNT
COS-29898,985,116,3.4,1398,24,5,RESTOCK
GRO-29899,994,207,4.1,2277,2852,684,DISCOUNT
GRO-29901,830,140,1.0,27,43,658,DISCOUNT
FUR-29902,687,202,5.0,14,95,735,DISCOUNT
COS-29904,732,226,4.3,1750,87,876,NO CHANGE
APP-29906,847,30,3.5,2327,1748,301,DISCOUNT
GRO-29907,396,320,4.6,1666,91,906,NO CHANGE
CLO-29908,487,438,2.6,2316,1213,800,DISCOUNT
FUR-29909,37,164,4.6,19,79,56,NO CHANGE
APP-29910,776,1,4.6,1647,80,162,RESTOCK
ELE-29911,131,409,3.0,72,24,267,NO CHANGE
SKI-29913,941,235,3.6,2758,2538,522,DISCOUNT
COS-29914,726,168,4.8,70,2846,47,DISCOUNT
CLO-29916,594,12,3.3,1720,2981,277,DISCOUNT
COS-29918,124,328,4.5,1214,71,298,RESTOCK
GRO-29919,746,128,3.5,1355,1534,162,DISCOUNT
ELE-29920,17,332,1.3,1251,8,530,NO CHANGE
COS-29923,174,44,1.5,2673,2779,904,DISCOUNT
HOM-29924,76,407,1.1,2549,1835,555,DISCOUNT
FUR-29926,260,102,3.8,89,53,920,DISCOUNT
HOM-29930,355,327,4.4,92,1451,527,DISCOUNT
COS-29931,74,448,4.4,1324,57,880,NO CHANGE
COS-29932,519,98,2.3,2763,67,380,RESTOCK
ELE-29936,92,489,1.6,12,84,311,DISCOUNT
CLO-29939,39,122,2.2,80,68,9,RESTOCK
SKI-29940,942,439,1.6,14,61,330,RESTOCK
SKI-29941,190,490,3.2,2098,21,171,RESTOCK
APP-29943,188,230,4.7,1410,12,384,RESTOCK
APP-29948,178,234,3.7,1430,18,149,RESTOCK
GRO-29949,791,143,3.9,76,28,796,DISCOUNT
COS-29950,167,135,3.7,1834,1781,731,DISCOUNT
HOM-29951,408,439,2.7,27,1721,430,DISCOUNT
HOM-29952,412,448,2.1,77,50,883,DISCOUNT
HOM-29953,926,383,3.0,45,1608,917,DISCOUNT
CLO-29954,629,294,2.1,59,40,953,DISCOUNT
CLO-29958,377,12,1.6,2968,49,571,RESTOCK
APP-29960,78,420,1.2,31,1242,770,DISCOUNT
COS-29966,317,462,1.1,16,2695,107,DISCOUNT
ELE-29967,981,438,1.2,17,1964,455,DISCOUNT
HOM-29968,418,438,1.4,2338,1319,705,DISCOUNT
APP-29971,854,455,3.2,85,2353,660,DISCOUNT
FUR-29972,451,146,3.1,84,1551,233,DISCOUNT
ELE-29974,345,401,2.6,32,1463,725,DISCOUNT
ELE-29977,159,91,2.7,2164,87,664,RESTOCK
HOM-29978,131,457,4.5,74,33,493,DISCOUNT
COS-29980,963,195,2.7,2557,32,180,RESTOCK
ELE-29981,172,196,1.3,27,46,527,DISCOUNT
GRO-29983,772,61,1.1,1532,1276,215,DISCOUNT
ELE-29984,466,128,4.9,1316,67,94,RESTOCK
ELE-29986,948,427,2.3,45,75,164,RESTOCK
CLO-29988,375,172,1.5,2785,2722,217,DISCOUNT
COS-29989,182,452,4.0,55,99,220,NO CHANGE
SKI-29996,70,259,1.2,2613,84,530,RESTOCK
FUR-29997,817,47,1.9,61,2461,319,DISCOUNT
ELE-29999,500,117,4.7,1079,91,558,NO CHANGE
APP-30000,764,464,3.9,57,59,118,RESTOCK
GRO-30001,678,74,3.7,1980,1286,603,DISCOUNT
FUR-30002,487,124,3.1,17,2344,292,DISCOUNT
APP-30007,664,472,4.4,69,37,475,NO CHANGE
COS-30011,557,68,4.1,2540,2713,811,DISCOUNT
FUR-30013,131,119,3.3,16,2419,737,DISCOUNT
GRO-30015,664,235,2.2,2095,48,166,RESTOCK
SKI-30017,581,459,4.7,1606,68,225,RESTOCK
COS-30018,829,471,2.8,44,2694,100,DISCOUNT
SKI-30019,946,184,1.5,32,66,714,DISCOUNT
GRO-30020,999,387,1.7,98,1967,78,DISCOUNT
APP-30027,834,183,4.5,42,1228,801,DISCOUNT
HOM-30033,681,305,2.8,97,95,510,DISCOUNT
SKI-30034,204,324,2.0,1960,1969,254,DISCOUNT
COS-30035,714,64,2.7,2033,2099,389,DISCOUNT
HOM-30037,888,320,3.9,19,2108,99,DISCOUNT
COS-30039,150,128,4.9,11,1240,663,DISCOUNT
SKI-30041,781,360,3.5,39,1701,641,DISCOUNT
HOM-30043,438,386,3.8,2614,11,72,RESTOCK
GRO-30044,920,71,1.4,79,14,169,RESTOCK
SKI-30046,988,416,2.7,2748,21,14,RESTOCK
FUR-30048,224,474,2.8,2668,13,366,RESTOCK
COS-30052,908,491,3.8,98,1090,335,DISCOUNT
APP-30053,560,481,4.8,1719,1577,50,NO CHANGE
ELE-30054,413,136,1.9,60,2106,886,DISCOUNT
COS-30056,317,225,4.2,48,2891,115,DISCOUNT
FUR-30060,65,475,4.1,1027,35,422,RESTOCK
FUR-30062,188,426,2.5,72,2805,700,DISCOUNT
GRO-30065,76,336,2.5,1664,2183,863,DISCOUNT
GRO-30071,259,370,1.9,2305,2075,834,DISCOUNT
CLO-30072,233,250,4.2,1103,64,295,RESTOCK
COS-30073,53,437,1.7,1503,85,429,RESTOCK
COS-30075,247,132,3.4,10,56,303,DISCOUNT
FUR-30082,278,262,3.6,2094,90,151,RESTOCK
APP-30083,737,361,2.8,2650,2807,152,DISCOUNT
APP-30085,402,325,1.9,79,2680,330,DISCOUNT
ELE-30089,951,147,4.4,2207,1493,929,DISCOUNT
FUR-30090,504,58,1.5,52,49,484,DISCOUNT
SKI-30092,691,304,3.2,37,2573,310,DISCOUNT
APP-30093,476,168,4.7,1124,14,650,NO CHANGE
COS-30095,851,399,3.3,1628,14,85,RESTOCK
HOM-30096,301,269,4.7,59,1572,175,DISCOUNT
CLO-30098,217,68,2.0,58,2250,401,DISCOUNT
SKI-30101,870,140,4.5,1459,65,261,RESTOCK
CLO-30102,822,256,3.3,88,62,358,NO CHANGE
CLO-30104,364,29,4.1,40,1607,871,DISCOUNT
HOM-30108,223,319,1.4,63,2190,39,DISCOUNT
APP-30111,862,54,2.2,2373,37,800,RESTOCK
HOM-30114,78,166,4.6,28,39,482,DISCOUNT
COS-30115,125,32,2.7,12,10,740,DISCOUNT
FUR-30118,639,362,4.0,1799,1426,342,DISCOUNT
FUR-30123,93,8,2.9,1084,95,361,NO CHANGE
SKI-30125,547,135,2.4,24,58,672,DISCOUNT
GRO-30126,947,142,3.5,78,44,687,DISCOUNT
GRO-30128,457,117,4.7,20,2722,8,DISCOUNT
COS-30129,575,365,2.9,68,74,586,DISCOUNT
COS-30131,358,300,2.5,21,2520,801,DISCOUNT
GRO-30136,836,408,3.7,60,7,880,DISCOUNT
SKI-30137,724,65,2.5,2470,2938,850,DISCOUNT
FUR-30142,795,219,4.0,15,84,801,DISCOUNT
HOM-30143,768,259,2.1,2554,2414,580,DISCOUNT
GRO-30145,126,268,2.1,2658,2253,588,DISCOUNT
SKI-30146,658,126,1.3,2042,2371,605,DISCOUNT
GRO-30147,88,289,1.0,1289,55,528,NO CHANGE
CLO-30149,793,85,4.0,83,72,309,NO CHANGE
GRO-30150,619,229,4.1,2481,64,901,RESTOCK
SKI-30157,313,491,2.4,2510,1955,23,NO CHANGE
SKI-30158,542,392,1.6,1557,1567,15,DISCOUNT
ELE-30166,513,420,2.1,51,19,259,RESTOCK
CLO-30167,612,62,1.9,40,2361,790,DISCOUNT
HOM-30168,754,417,4.3,1665,47,475,RESTOCK
SKI-30169,190,73,1.1,59,36,661,DISCOUNT
APP-30170,193,70,4.1,1499,47,773,NO CHANGE
COS-30173,729,149,1.2,2174,2482,510,DISCOUNT
GRO-30179,825,489,1.5,31,90,80,RESTOCK
FUR-30180,218,422,1.1,2649,1527,220,NO CHANGE
APP-30182,28,122,4.4,2790,35,821,RESTOCK
APP-30183,697,17,3.6,80,2910,742,DISCOUNT
APP-30186,839,28,1.0,95,20,246,NO CHANGE
SKI-30187,495,4,4.7,37,2747,200,DISCOUNT
GRO-30188,400,340,1.4,1642,60,617,RESTOCK
COS-30189,381,238,3.0,13,2787,677,DISCOUNT
ELE-30190,473,32,2.4,40,90,126,NO CHANGE
FUR-30191,382,401,2.8,68,2287,412,DISCOUNT
FUR-30193,845,483,3.0,78,93,257,RESTOCK
COS-30196,21,463,2.0,84,99,322,DISCOUNT
COS-30198,450,426,1.5,1461,2181,422,DISCOUNT
GRO-30203,968,143,3.2,40,2161,991,DISCOUNT
CLO-30206,987,291,4.2,2147,1552,283,NO CHANGE
APP-30208,734,178,1.8,1041,2683,789,DISCOUNT
ELE-30209,593,293,4.6,1367,18,733,NO CHANGE
FUR-30211,252,218,4.4,2414,26,995,NO CHANGE
COS-30213,388,400,4.5,2609,1151,643,NO CHANGE
GRO-30214,325,284,3.2,2505,25,847,RESTOCK
SKI-30218,644,111,4.5,40,2423,415,DISCOUNT
SKI-30219,959,149,1.0,25,56,529,DISCOUNT
HOM-30220,583,114,1.2,87,23,561,DISCOUNT
ELE-30222,945,420,2.3,2048,2618,485,DISCOUNT
APP-30224,265,184,3.3,2953,1647,397,DISCOUNT
ELE-30225,373,206,2.6,35,38,440,DISCOUNT
APP-30229,388,34,4.0,46,2253,906,DISCOUNT
APP-30230,913,234,1.7,2170,76,37,RESTOCK
FUR-30231,803,173,1.5,13,2943,546,DISCOUNT
HOM-30234,440,186,2.7,70,1610,193,DISCOUNT
HOM-30235,1,493,4.9,1333,2564,509,DISCOUNT
ELE-30236,29,25,3.0,9,2959,967,DISCOUNT
FUR-30239,130,242,4.4,1957,93,456,RESTOCK
ELE-30240,637,143,2.6,35,2952,992,DISCOUNT
COS-30243,273,348,1.1,1288,68,895,DISCOUNT
COS-30244,642,73,4.1,2712,1657,503,DISCOUNT
FUR-30246,567,192,4.9,2389,1966,771,DISCOUNT
GRO-30249,992,274,1.6,53,1135,247,DISCOUNT
COS-30251,816,242,4.5,2110,43,912,NO CHANGE
GRO-30257,814,420,4.9,2641,2824,312,DISCOUNT
HOM-30259,510,218,4.2,2436,24,403,RESTOCK
CLO-30260,835,191,1.7,2364,2923,38,DISCOUNT
COS-30264,188,42,2.4,49,1878,854,DISCOUNT
FUR-30265,101,270,4.1,2997,6,426,RESTOCK
COS-30266,53,449,2.6,2441,31,737,RESTOCK
ELE-30270,507,493,4.7,96,90,567,DISCOUNT
ELE-30272,92,408,1.3,2527,2704,981,DISCOUNT
COS-30273,139,234,4.9,5,1631,142,DISCOUNT
FUR-30275,4,165,4.6,46,61,489,DISCOUNT
ELE-30276,312,116,4.7,71,51,330,DISCOUNT
ELE-30279,626,11,3.3,40,12,742,DISCOUNT
GRO-30282,557,257,3.3,34,97,923,DISCOUNT
ELE-30283,955,113,1.0,22,8,717,DISCOUNT
ELE-30284,540,218,4.4,1303,2045,276,DISCOUNT
COS-30288,83,119,3.1,15,2478,218,DISCOUNT
FUR-30289,251,399,4.6,88,1518,626,DISCOUNT
COS-30292,190,400,4.4,1200,75,93,RESTOCK
COS-30293,428,296,4.9,1077,2854,344,DISCOUNT
FUR-30294,193,384,2.8,2314,37,690,RESTOCK
FUR-30295,715,135,4.8,2436,60,902,RESTOCK
SKI-30297,612,212,4.9,69,2501,487,DISCOUNT
APP-30302,289,32,1.4,47,1897,945,DISCOUNT
APP-30303,917,166,2.8,59,94,705,DISCOUNT
APP-30308,894,458,4.4,79,25,834,DISCOUNT
HOM-30310,312,390,4.9,1851,2938,140,DISCOUNT
SKI-30311,845,337,3.8,1541,66,342,RESTOCK
COS-30312,392,70,5.0,35,1616,930,DISCOUNT
HOM-30316,493,498,1.1,40,87,371,NO CHANGE
GRO-30320,196,268,3.6,2557,96,400,RESTOCK
SKI-30322,617,281,4.1,1060,2417,444,DISCOUNT
HOM-30325,181,34,4.0,2265,1525,55,NO CHANGE
HOM-30326,36,192,1.1,34,43,624,DISCOUNT
FUR-30328,388,483,1.5,1123,2588,683,DISCOUNT
COS-30331,691,58,1.2,61,73,728,DISCOUNT
ELE-30332,720,261,1.2,41,51,966,DISCOUNT
CLO-30335,989,478,2.5,48,1167,78,DISCOUNT
APP-30339,231,70,3.4,2610,99,533,RESTOCK
GRO-30340,371,95,3.8,99,1600,907,DISCOUNT
GRO-30343,836,237,3.3,1976,2191,612,DISCOUNT
COS-30350,220,91,1.2,1810,1718,154,DISCOUNT
COS-30351,36,220,1.3,2849,41,9,RESTOCK
COS-30353,915,290,3.6,1366,42,719,NO CHANGE
HOM-30357,784,215,1.8,22,2967,582,DISCOUNT
APP-30358,973,217,3.0,2272,58,514,RESTOCK
ELE-30360,419,374,3.1,32,1103,2,DISCOUNT
SKI-30361,731,241,4.0,12,2508,630,DISCOUNT
CLO-30362,638,262,4.1,2749,2945,257,DISCOUNT
GRO-30365,4,135,2.8,65,1436,540,DISCOUNT
COS-30366,626,11,3.5,30,1484,517,DISCOUNT
CLO-30368,917,442,1.8,1426,2764,886,DISCOUNT
ELE-30369,123,474,4.7,2790,55,164,RESTOCK
HOM-30370,24,156,4.3,73,57,795,DISCOUNT
HOM-30373,389,320,1.6,1451,2204,826,DISCOUNT
ELE-30375,411,151,2.0,1704,73,179,RESTOCK
SKI-30376,899,467,2.6,57,1811,255,DISCOUNT
CLO-30377,241,109,4.8,22,2191,131,DISCOUNT
GRO-30379,217,226,2.5,15,1069,578,DISCOUNT
FUR-30380,526,167,2.6,58,61,888,DISCOUNT
FUR-30381,139,412,3.6,37,2553,632,DISCOUNT
GRO-30382,485,269,1.0,1380,2081,974,DISCOUNT
COS-30386,304,412,3.0,63,2190,931,DISCOUNT
CLO-30388,826,362,2.0,50,1208,104,DISCOUNT
CLO-30389,685,366,2.3,90,43,311,NO CHANGE
GRO-30390,427,464,2.6,76,2648,662,DISCOUNT
FUR-30391,231,395,4.1,1230,2414,149,DISCOUNT
HOM-30393,588,363,1.1,2689,34,732,RESTOCK
HOM-30394,698,454,3.4,34,37,99,RESTOCK
COS-30396,250,295,4.4,68,1744,591,DISCOUNT
FUR-30399,571,193,2.2,10,41,13,RESTOCK
FUR-30402,227,302,1.3,22,17,550,DISCOUNT
ELE-30405,809,69,4.2,10,11,111,RESTOCK
COS-30406,10,373,3.3,84,31,328,DISCOUNT
ELE-30408,716,295,1.3,2163,60,806,RESTOCK
HOM-30410,393,57,2.0,1794,2112,716,DISCOUNT
ELE-30411,544,387,3.1,84,2548,216,DISCOUNT
COS-30412,337,499,2.2,45,7,272,NO CHANGE
ELE-30416,344,235,4.9,65,69,368,DISCOUNT
COS-30420,864,333,4.1,2014,1202,365,NO CHANGE
SKI-30421,261,43,2.7,90,2246,928,DISCOUNT
APP-30422,285,154,4.0,10,80,534,DISCOUNT
APP-30424,373,271,2.9,2449,87,196,RESTOCK
ELE-30425,809,65,3.2,11,85,258,NO CHANGE
SKI-30427,543,380,3.9,1281,35,506,RESTOCK
CLO-30428,90,201,3.7,2812,2002,396,DISCOUNT
CLO-30431,777,98,4.1,1265,1224,367,DISCOUNT
CLO-30433,718,162,4.4,88,52,688,DISCOUNT
CLO-30434,331,274,4.6,2993,77,117,RESTOCK
HOM-30438,521,210,2.2,49,1513,318,DISCOUNT
ELE-30439,562,150,4.0,30,81,429,DISCOUNT
GRO-30440,768,404,4.1,47,2246,393,DISCOUNT
GRO-30441,622,479,4.5,39,2465,921,DISCOUNT
COS-30442,943,485,4.5,2996,2901,869,DISCOUNT
SKI-30443,342,218,4.9,47,74,392,DISCOUNT
HOM-30452,409,77,2.0,1597,84,907,NO CHANGE
COS-30456,850,164,1.8,1250,2850,189,DISCOUNT
FUR-30457,188,351,3.8,2680,52,997,NO CHANGE
CLO-30460,947,480,2.1,85,99,819,DISCOUNT
APP-30466,396,258,3.2,90,2817,121,DISCOUNT
GRO-30468,935,3,1.8,2139,50,328,RESTOCK
CLO-30469,974,373,2.8,1343,1938,345,DISCOUNT
ELE-30477,663,352,3.1,73,46,410,NO CHANGE
ELE-30478,134,5,2.0,2452,1409,616,DISCOUNT
GRO-30479,838,272,4.8,2666,50,869,RESTOCK
APP-30480,290,254,4.0,6,1220,669,DISCOUNT
COS-30482,812,213,3.3,2906,49,804,RESTOCK
FUR-30488,563,150,1.2,68,42,331,NO CHANGE
COS-30490,91,133,3.7,1685,2576,610,DISCOUNT
APP-30491,224,282,2.8,2156,38,643,RESTOCK
HOM-30492,389,221,4.1,1639,67,706,NO CHANGE
CLO-30495,851,4,1.1,72,2644,625,DISCOUNT
FUR-30501,410,218,2.3,1588,2540,593,DISCOUNT
APP-30502,575,321,1.1,1090,40,262,RESTOCK
GRO-30505,264,470,2.3,1596,10,34,RESTOCK
APP-30507,681,123,3.1,1861,1975,948,DISCOUNT
SKI-30511,381,483,2.5,70,20,220,RESTOCK
FUR-30513,107,485,1.0,1688,53,200,RESTOCK
APP-30514,549,486,1.1,74,2171,653,DISCOUNT
ELE-30515,329,89,1.8,63,2505,177,DISCOUNT
ELE-30516,438,418,1.5,88,72,977,DISCOUNT
ELE-30517,708,38,3.6,2914,2833,604,DISCOUNT
APP-30518,137,131,2.0,49,29,46,RESTOCK
ELE-30519,745,226,1.2,1273,20,294,RESTOCK
ELE-30521,693,249,2.4,1137,1955,77,DISCOUNT
APP-30522,881,68,4.6,1967,1289,714,DISCOUNT
GRO-30525,721,238,1.4,8,1989,838,DISCOUNT
COS-30526,605,407,3.5,15,64,435,NO CHANGE
APP-30530,854,162,2.6,87,1408,452,DISCOUNT
FUR-30535,925,106,3.0,2300,1010,220,RESTOCK
APP-30542,805,130,2.8,95,48,442,NO CHANGE
CLO-30543,378,372,2.1,2644,2177,19,DISCOUNT
COS-30546,828,41,3.5,1499,32,324,RESTOCK
GRO-30549,957,360,4.7,2634,14,933,RESTOCK
HOM-30551,572,425,2.0,1791,2014,256,DISCOUNT
CLO-30552,547,338,3.9,1219,1361,503,DISCOUNT
APP-30556,750,91,1.1,74,73,350,NO CHANGE
CLO-30557,24,483,2.7,78,1115,866,DISCOUNT
SKI-30558,231,382,2.9,1055,90,944,DISCOUNT
CLO-30559,902,375,3.8,1404,1363,3,RESTOCK
HOM-30571,711,208,3.5,2575,1699,372,DISCOUNT
COS-30573,669,11,4.8,86,65,564,DISCOUNT
COS-30575,809,108,4.3,1630,2315,412,DISCOUNT
HOM-30578,692,100,4.4,1479,86,759,NO CHANGE
GRO-30579,372,247,4.0,58,55,952,DISCOUNT
APP-30580,450,284,4.4,1062,2442,912,DISCOUNT
COS-30583,981,464,3.9,1236,2029,816,DISCOUNT
CLO-30588,603,487,3.2,23,44,761,DISCOUNT
FUR-30589,141,444,1.1,32,78,225,NO CHANGE
CLO-30590,391,129,4.0,32,2133,120,DISCOUNT
FUR-30595,948,260,4.5,53,2220,439,DISCOUNT
APP-30597,745,52,1.2,2935,14,691,RESTOCK
COS-30600,188,380,4.0,75,56,600,DISCOUNT
GRO-30602,106,235,1.2,95,46,553,DISCOUNT
APP-30603,411,77,3.4,50,2862,144,DISCOUNT
APP-30606,64,430,3.6,2628,1975,788,DISCOUNT
COS-30607,513,177,3.9,81,1926,438,DISCOUNT
SKI-30611,217,191,3.7,28,39,402,DISCOUNT
APP-30612,34,31,2.5,1374,47,140,RESTOCK
HOM-30617,404,312,3.6,16,13,341,NO CHANGE
FUR-30619,433,162,4.3,1568,72,647,NO CHANGE
SKI-30620,619,53,2.5,61,63,220,NO CHANGE
HOM-30622,377,112,3.6,39,1143,18,DISCOUNT
HOM-30624,737,269,1.7,49,2071,509,DISCOUNT
CLO-30626,633,180,4.1,93,70,411,NO CHANGE
GRO-30632,221,458,2.0,2536,8,994,NO CHANGE
HOM-30634,235,71,3.4,2178,39,114,RESTOCK
GRO-30635,438,429,2.8,2369,72,882,RESTOCK
HOM-30638,783,299,4.8,76,36,586,DISCOUNT
SKI-30639,749,198,2.7,1719,2002,497,DISCOUNT
SKI-30640,543,298,4.0,2740,2432,975,DISCOUNT
CLO-30643,417,137,3.3,72,1179,730,DISCOUNT
CLO-30645,860,500,1.8,2991,2696,542,DISCOUNT
HOM-30647,489,332,2.1,80,36,996,DISCOUNT
GRO-30648,30,213,1.1,2899,68,304,RESTOCK
SKI-30656,3,292,1.3,2465,33,870,NO CHANGE
COS-30659,782,226,2.1,31,2069,280,DISCOUNT
COS-30661,263,26,2.3,82,34,351,DISCOUNT
